time V1 V2 I
6.51 1.02636 0.98231 -0.0263559
6.52 1.02592 0.982048 -0.0259163
6.53 1.02548 0.981791 -0.0254785
6.54 1.02504 0.981539 -0.0250426
6.55 1.02461 0.98129 -0.0246085
6.56 1.02418 0.981046 -0.0241762
6.57 1.02375 0.980807 -0.0237459
6.58 1.02332 0.980572 -0.0233175
6.59 1.02289 0.980341 -0.022891
6.6 1.02247 0.980114 -0.0224665
6.61 1.02204 0.979891 -0.0220439
6.62 1.02162 0.979673 -0.0216234
6.63 1.0212 0.979459 -0.0212049
6.64 1.02079 0.979249 -0.0207885
6.65 1.02037 0.979043 -0.0203742
6.66 1.01996 0.978841 -0.0199619
6.67 1.01955 0.978644 -0.0195518
6.68 1.01914 0.97845 -0.0191437
6.69 1.01874 0.978261 -0.0187379
6.7 1.01833 0.978075 -0.0183342
6.71 1.01793 0.977894 -0.0179327
6.72 1.01753 0.977717 -0.0175334
6.73 1.01714 0.977543 -0.0171364
6.74 1.01674 0.977374 -0.0167416
6.75 1.01635 0.977209 -0.0163491
6.76 1.01596 0.977047 -0.0159588
6.77 1.01557 0.976889 -0.0155708
6.78 1.01519 0.976736 -0.0151852
6.79 1.0148 0.976586 -0.0148018
6.8 1.01442 0.97644 -0.0144209
6.81 1.01404 0.976297 -0.0140422
6.82 1.01367 0.976159 -0.013666
6.83 1.01329 0.976024 -0.0132921
6.84 1.01292 0.975893 -0.0129206
6.85 1.01255 0.975765 -0.0125515
6.86 1.01218 0.975642 -0.0121849
6.87 1.01182 0.975522 -0.0118207
6.88 1.01146 0.975405 -0.0114589
6.89 1.0111 0.975293 -0.0110996
6.9 1.01074 0.975183 -0.0107428
6.91 1.01039 0.975078 -0.0103884
6.92 1.01004 0.974976 -0.0100366
6.93 1.00969 0.974877 -0.00968722
6.94 1.00934 0.974782 -0.00934038
6.95 1.009 0.97469 -0.00899605
6.96 1.00865 0.974602 -0.00865426
